"STATISTIC","Statistic Label","TLIST(A1)","Year","C03530V04258","Sector of Activity","C03066V03701","Size of Enterprise","UNIT","VALUE"
"TSA11C02","Number of Exporting Enterprises","2022","2022","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Number","53"
"TSA11C02","Number of Exporting Enterprises","2022","2022","10","Agriculture and Food (01-03,10-11)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2022","2022","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Number","859"
"TSA11C02","Number of Exporting Enterprises","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Number","108"
"TSA11C02","Number of Exporting Enterprises","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Number","52"
"TSA11C02","Number of Exporting Enterprises","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Number","52"
"TSA11C02","Number of Exporting Enterprises","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Number","36"
"TSA11C02","Number of Exporting Enterprises","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2022","2022","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Number","248"
"TSA11C02","Number of Exporting Enterprises","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Number","1444"
"TSA11C02","Number of Exporting Enterprises","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Number","850"
"TSA11C02","Number of Exporting Enterprises","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Number","424"
"TSA11C02","Number of Exporting Enterprises","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Number","111"
"TSA11C02","Number of Exporting Enterprises","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2022","2022","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Number","2829"
"TSA11C02","Number of Exporting Enterprises","2022","2022","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Number","3292"
"TSA11C02","Number of Exporting Enterprises","2022","2022","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Number","1304"
"TSA11C02","Number of Exporting Enterprises","2022","2022","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Number","310"
"TSA11C02","Number of Exporting Enterprises","2022","2022","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Number","75"
"TSA11C02","Number of Exporting Enterprises","2022","2022","40","Wholesale and Retail (45-47)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2022","2022","40","Wholesale and Retail (45-47)","-","All Enterprises","Number","4981"
"TSA11C02","Number of Exporting Enterprises","2022","2022","50","Services/other (49-98)","05","Micro (0 to 9)","Number","1609"
"TSA11C02","Number of Exporting Enterprises","2022","2022","50","Services/other (49-98)","01","Small (10 to 49)","Number","718"
"TSA11C02","Number of Exporting Enterprises","2022","2022","50","Services/other (49-98)","02","Medium (50 to 249)","Number","345"
"TSA11C02","Number of Exporting Enterprises","2022","2022","50","Services/other (49-98)","03","Large (250 or more)","Number","194"
"TSA11C02","Number of Exporting Enterprises","2022","2022","50","Services/other (49-98)","99","Unknown","Number",""
"TSA11C02","Number of Exporting Enterprises","2022","2022","50","Services/other (49-98)","-","All Enterprises","Number","2866"
"TSA11C02","Number of Exporting Enterprises","2022","2022","99","Unknown","05","Micro (0 to 9)","Number",""
"TSA11C02","Number of Exporting Enterprises","2022","2022","99","Unknown","01","Small (10 to 49)","Number",""
"TSA11C02","Number of Exporting Enterprises","2022","2022","99","Unknown","02","Medium (50 to 249)","Number",""
"TSA11C02","Number of Exporting Enterprises","2022","2022","99","Unknown","03","Large (250 or more)","Number",""
"TSA11C02","Number of Exporting Enterprises","2022","2022","99","Unknown","99","Unknown","Number","2"
"TSA11C02","Number of Exporting Enterprises","2022","2022","99","Unknown","-","All Enterprises","Number","2"
"TSA11C02","Number of Exporting Enterprises","2022","2022","-","All sectors","05","Micro (0 to 9)","Number","6917"
"TSA11C02","Number of Exporting Enterprises","2022","2022","-","All sectors","01","Small (10 to 49)","Number","3129"
"TSA11C02","Number of Exporting Enterprises","2022","2022","-","All sectors","02","Medium (50 to 249)","Number","1268"
"TSA11C02","Number of Exporting Enterprises","2022","2022","-","All sectors","03","Large (250 or more)","Number","469"
"TSA11C02","Number of Exporting Enterprises","2022","2022","-","All sectors","99","Unknown","Number","2"
"TSA11C02","Number of Exporting Enterprises","2022","2022","-","All sectors","-","All Enterprises","Number","11785"
"TSA11C03","Value of Imports","2017","2017","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Euro Million","240"
"TSA11C03","Value of Imports","2017","2017","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Euro Million","434"
"TSA11C03","Value of Imports","2017","2017","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Euro Million","883"
"TSA11C03","Value of Imports","2017","2017","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Euro Million","2153"
"TSA11C03","Value of Imports","2017","2017","10","Agriculture and Food (01-03,10-11)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2017","2017","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Euro Million","3709"
"TSA11C03","Value of Imports","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Euro Million","297"
"TSA11C03","Value of Imports","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Euro Million","336"
"TSA11C03","Value of Imports","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Euro Million","866"
"TSA11C03","Value of Imports","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Euro Million","9539"
"TSA11C03","Value of Imports","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2017","2017","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Euro Million","11038"
"TSA11C03","Value of Imports","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Euro Million","971"
"TSA11C03","Value of Imports","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Euro Million","1340"
"TSA11C03","Value of Imports","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Euro Million","4412"
"TSA11C03","Value of Imports","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Euro Million","6283"
"TSA11C03","Value of Imports","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2017","2017","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Euro Million","13006"
"TSA11C03","Value of Imports","2017","2017","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Euro Million","5784"
"TSA11C03","Value of Imports","2017","2017","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Euro Million","8496"
"TSA11C03","Value of Imports","2017","2017","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Euro Million","6224"
"TSA11C03","Value of Imports","2017","2017","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Euro Million","6359"
"TSA11C03","Value of Imports","2017","2017","40","Wholesale and Retail (45-47)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2017","2017","40","Wholesale and Retail (45-47)","-","All Enterprises","Euro Million","26862"
"TSA11C03","Value of Imports","2017","2017","50","Services/other (49-98)","05","Micro (0 to 9)","Euro Million","9642"
"TSA11C03","Value of Imports","2017","2017","50","Services/other (49-98)","01","Small (10 to 49)","Euro Million","2982"
"TSA11C03","Value of Imports","2017","2017","50","Services/other (49-98)","02","Medium (50 to 249)","Euro Million","10744"
"TSA11C03","Value of Imports","2017","2017","50","Services/other (49-98)","03","Large (250 or more)","Euro Million","2728"
"TSA11C03","Value of Imports","2017","2017","50","Services/other (49-98)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2017","2017","50","Services/other (49-98)","-","All Enterprises","Euro Million","26095"
"TSA11C03","Value of Imports","2017","2017","99","Unknown","05","Micro (0 to 9)","Euro Million",""
"TSA11C03","Value of Imports","2017","2017","99","Unknown","01","Small (10 to 49)","Euro Million",""
"TSA11C03","Value of Imports","2017","2017","99","Unknown","02","Medium (50 to 249)","Euro Million",""
"TSA11C03","Value of Imports","2017","2017","99","Unknown","03","Large (250 or more)","Euro Million",""
"TSA11C03","Value of Imports","2017","2017","99","Unknown","99","Unknown","Euro Million","1885"
"TSA11C03","Value of Imports","2017","2017","99","Unknown","-","All Enterprises","Euro Million","1885"
"TSA11C03","Value of Imports","2017","2017","-","All sectors","05","Micro (0 to 9)","Euro Million","16933"
"TSA11C03","Value of Imports","2017","2017","-","All sectors","01","Small (10 to 49)","Euro Million","13588"
"TSA11C03","Value of Imports","2017","2017","-","All sectors","02","Medium (50 to 249)","Euro Million","23128"
"TSA11C03","Value of Imports","2017","2017","-","All sectors","03","Large (250 or more)","Euro Million","27061"
"TSA11C03","Value of Imports","2017","2017","-","All sectors","99","Unknown","Euro Million","1885"
"TSA11C03","Value of Imports","2017","2017","-","All sectors","-","All Enterprises","Euro Million","82595"
"TSA11C03","Value of Imports","2018","2018","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Euro Million","266"
"TSA11C03","Value of Imports","2018","2018","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Euro Million","484"
"TSA11C03","Value of Imports","2018","2018","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Euro Million","819"
"TSA11C03","Value of Imports","2018","2018","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Euro Million","2068"
"TSA11C03","Value of Imports","2018","2018","10","Agriculture and Food (01-03,10-11)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2018","2018","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Euro Million","3637"
"TSA11C03","Value of Imports","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Euro Million","219"
"TSA11C03","Value of Imports","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Euro Million","307"
"TSA11C03","Value of Imports","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Euro Million","988"
"TSA11C03","Value of Imports","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Euro Million","7717"
"TSA11C03","Value of Imports","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2018","2018","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Euro Million","9231"
"TSA11C03","Value of Imports","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Euro Million","1100"
"TSA11C03","Value of Imports","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Euro Million","1377"
"TSA11C03","Value of Imports","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Euro Million","4943"
"TSA11C03","Value of Imports","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Euro Million","7118"
"TSA11C03","Value of Imports","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2018","2018","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Euro Million","14539"
"TSA11C03","Value of Imports","2018","2018","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Euro Million","10722"
"TSA11C03","Value of Imports","2018","2018","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Euro Million","9724"
"TSA11C03","Value of Imports","2018","2018","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Euro Million","6472"
"TSA11C03","Value of Imports","2018","2018","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Euro Million","6659"
"TSA11C03","Value of Imports","2018","2018","40","Wholesale and Retail (45-47)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2018","2018","40","Wholesale and Retail (45-47)","-","All Enterprises","Euro Million","33576"
"TSA11C03","Value of Imports","2018","2018","50","Services/other (49-98)","05","Micro (0 to 9)","Euro Million","5784"
"TSA11C03","Value of Imports","2018","2018","50","Services/other (49-98)","01","Small (10 to 49)","Euro Million","2416"
"TSA11C03","Value of Imports","2018","2018","50","Services/other (49-98)","02","Medium (50 to 249)","Euro Million","11515"
"TSA11C03","Value of Imports","2018","2018","50","Services/other (49-98)","03","Large (250 or more)","Euro Million","8421"
"TSA11C03","Value of Imports","2018","2018","50","Services/other (49-98)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2018","2018","50","Services/other (49-98)","-","All Enterprises","Euro Million","28137"
"TSA11C03","Value of Imports","2018","2018","99","Unknown","05","Micro (0 to 9)","Euro Million",""
"TSA11C03","Value of Imports","2018","2018","99","Unknown","01","Small (10 to 49)","Euro Million",""
"TSA11C03","Value of Imports","2018","2018","99","Unknown","02","Medium (50 to 249)","Euro Million",""
"TSA11C03","Value of Imports","2018","2018","99","Unknown","03","Large (250 or more)","Euro Million",""
"TSA11C03","Value of Imports","2018","2018","99","Unknown","99","Unknown","Euro Million","2242"
"TSA11C03","Value of Imports","2018","2018","99","Unknown","-","All Enterprises","Euro Million","2242"
"TSA11C03","Value of Imports","2018","2018","-","All sectors","05","Micro (0 to 9)","Euro Million","18092"
"TSA11C03","Value of Imports","2018","2018","-","All sectors","01","Small (10 to 49)","Euro Million","14309"
"TSA11C03","Value of Imports","2018","2018","-","All sectors","02","Medium (50 to 249)","Euro Million","24736"
"TSA11C03","Value of Imports","2018","2018","-","All sectors","03","Large (250 or more)","Euro Million","31982"
"TSA11C03","Value of Imports","2018","2018","-","All sectors","99","Unknown","Euro Million","2242"
"TSA11C03","Value of Imports","2018","2018","-","All sectors","-","All Enterprises","Euro Million","91362"
"TSA11C03","Value of Imports","2019","2019","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Euro Million","278"
"TSA11C03","Value of Imports","2019","2019","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Euro Million","484"
"TSA11C03","Value of Imports","2019","2019","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Euro Million","1001"
"TSA11C03","Value of Imports","2019","2019","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Euro Million","2136"
"TSA11C03","Value of Imports","2019","2019","10","Agriculture and Food (01-03,10-11)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2019","2019","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Euro Million","3899"
"TSA11C03","Value of Imports","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Euro Million","194"
"TSA11C03","Value of Imports","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Euro Million","295"
"TSA11C03","Value of Imports","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Euro Million","907"
"TSA11C03","Value of Imports","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Euro Million","8442"
"TSA11C03","Value of Imports","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2019","2019","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Euro Million","9837"
"TSA11C03","Value of Imports","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Euro Million","1354"
"TSA11C03","Value of Imports","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Euro Million","1452"
"TSA11C03","Value of Imports","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Euro Million","5034"
"TSA11C03","Value of Imports","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Euro Million","6797"
"TSA11C03","Value of Imports","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2019","2019","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Euro Million","14638"
"TSA11C03","Value of Imports","2019","2019","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Euro Million","6757"
"TSA11C03","Value of Imports","2019","2019","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Euro Million","9539"
"TSA11C03","Value of Imports","2019","2019","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Euro Million","6713"
"TSA11C03","Value of Imports","2019","2019","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Euro Million","6639"
"TSA11C03","Value of Imports","2019","2019","40","Wholesale and Retail (45-47)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2019","2019","40","Wholesale and Retail (45-47)","-","All Enterprises","Euro Million","29648"
"TSA11C03","Value of Imports","2019","2019","50","Services/other (49-98)","05","Micro (0 to 9)","Euro Million","7859"
"TSA11C03","Value of Imports","2019","2019","50","Services/other (49-98)","01","Small (10 to 49)","Euro Million","4045"
"TSA11C03","Value of Imports","2019","2019","50","Services/other (49-98)","02","Medium (50 to 249)","Euro Million","9795"
"TSA11C03","Value of Imports","2019","2019","50","Services/other (49-98)","03","Large (250 or more)","Euro Million","6186"
"TSA11C03","Value of Imports","2019","2019","50","Services/other (49-98)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2019","2019","50","Services/other (49-98)","-","All Enterprises","Euro Million","27885"
"TSA11C03","Value of Imports","2019","2019","99","Unknown","05","Micro (0 to 9)","Euro Million",""
"TSA11C03","Value of Imports","2019","2019","99","Unknown","01","Small (10 to 49)","Euro Million",""
"TSA11C03","Value of Imports","2019","2019","99","Unknown","02","Medium (50 to 249)","Euro Million",""
"TSA11C03","Value of Imports","2019","2019","99","Unknown","03","Large (250 or more)","Euro Million",""
"TSA11C03","Value of Imports","2019","2019","99","Unknown","99","Unknown","Euro Million","4422"
"TSA11C03","Value of Imports","2019","2019","99","Unknown","-","All Enterprises","Euro Million","4422"
"TSA11C03","Value of Imports","2019","2019","-","All sectors","05","Micro (0 to 9)","Euro Million","16441"
"TSA11C03","Value of Imports","2019","2019","-","All sectors","01","Small (10 to 49)","Euro Million","15814"
"TSA11C03","Value of Imports","2019","2019","-","All sectors","02","Medium (50 to 249)","Euro Million","23452"
"TSA11C03","Value of Imports","2019","2019","-","All sectors","03","Large (250 or more)","Euro Million","30200"
"TSA11C03","Value of Imports","2019","2019","-","All sectors","99","Unknown","Euro Million","4422"
"TSA11C03","Value of Imports","2019","2019","-","All sectors","-","All Enterprises","Euro Million","90328"
"TSA11C03","Value of Imports","2020","2020","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Euro Million","477"
"TSA11C03","Value of Imports","2020","2020","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Euro Million","342"
"TSA11C03","Value of Imports","2020","2020","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Euro Million","797"
"TSA11C03","Value of Imports","2020","2020","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Euro Million","1964"
"TSA11C03","Value of Imports","2020","2020","10","Agriculture and Food (01-03,10-11)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2020","2020","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Euro Million","3580"
"TSA11C03","Value of Imports","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Euro Million","246"
"TSA11C03","Value of Imports","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Euro Million","262"
"TSA11C03","Value of Imports","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Euro Million","1615"
"TSA11C03","Value of Imports","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Euro Million","12468"
"TSA11C03","Value of Imports","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2020","2020","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Euro Million","14592"
"TSA11C03","Value of Imports","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Euro Million","1230"
"TSA11C03","Value of Imports","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Euro Million","1948"
"TSA11C03","Value of Imports","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Euro Million","3502"
"TSA11C03","Value of Imports","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Euro Million","7514"
"TSA11C03","Value of Imports","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2020","2020","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Euro Million","14194"
"TSA11C03","Value of Imports","2020","2020","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Euro Million","7101"
"TSA11C03","Value of Imports","2020","2020","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Euro Million","10094"
"TSA11C03","Value of Imports","2020","2020","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Euro Million","6361"
"TSA11C03","Value of Imports","2020","2020","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Euro Million","6658"
"TSA11C03","Value of Imports","2020","2020","40","Wholesale and Retail (45-47)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2020","2020","40","Wholesale and Retail (45-47)","-","All Enterprises","Euro Million","30215"
"TSA11C03","Value of Imports","2020","2020","50","Services/other (49-98)","05","Micro (0 to 9)","Euro Million","5038"
"TSA11C03","Value of Imports","2020","2020","50","Services/other (49-98)","01","Small (10 to 49)","Euro Million","3440"
"TSA11C03","Value of Imports","2020","2020","50","Services/other (49-98)","02","Medium (50 to 249)","Euro Million","8272"
"TSA11C03","Value of Imports","2020","2020","50","Services/other (49-98)","03","Large (250 or more)","Euro Million","4031"
"TSA11C03","Value of Imports","2020","2020","50","Services/other (49-98)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2020","2020","50","Services/other (49-98)","-","All Enterprises","Euro Million","20780"
"TSA11C03","Value of Imports","2020","2020","99","Unknown","05","Micro (0 to 9)","Euro Million",""
"TSA11C03","Value of Imports","2020","2020","99","Unknown","01","Small (10 to 49)","Euro Million",""
"TSA11C03","Value of Imports","2020","2020","99","Unknown","02","Medium (50 to 249)","Euro Million",""
"TSA11C03","Value of Imports","2020","2020","99","Unknown","03","Large (250 or more)","Euro Million",""
"TSA11C03","Value of Imports","2020","2020","99","Unknown","99","Unknown","Euro Million","3841"
"TSA11C03","Value of Imports","2020","2020","99","Unknown","-","All Enterprises","Euro Million","3841"
"TSA11C03","Value of Imports","2020","2020","-","All sectors","05","Micro (0 to 9)","Euro Million","14092"
"TSA11C03","Value of Imports","2020","2020","-","All sectors","01","Small (10 to 49)","Euro Million","16087"
"TSA11C03","Value of Imports","2020","2020","-","All sectors","02","Medium (50 to 249)","Euro Million","20548"
"TSA11C03","Value of Imports","2020","2020","-","All sectors","03","Large (250 or more)","Euro Million","32635"
"TSA11C03","Value of Imports","2020","2020","-","All sectors","99","Unknown","Euro Million","3841"
"TSA11C03","Value of Imports","2020","2020","-","All sectors","-","All Enterprises","Euro Million","87201"
"TSA11C03","Value of Imports","2021","2021","10","Agriculture and Food (01-03,10-11)","05","Micro (0 to 9)","Euro Million","803"
"TSA11C03","Value of Imports","2021","2021","10","Agriculture and Food (01-03,10-11)","01","Small (10 to 49)","Euro Million","320"
"TSA11C03","Value of Imports","2021","2021","10","Agriculture and Food (01-03,10-11)","02","Medium (50 to 249)","Euro Million","778"
"TSA11C03","Value of Imports","2021","2021","10","Agriculture and Food (01-03,10-11)","03","Large (250 or more)","Euro Million","1853"
"TSA11C03","Value of Imports","2021","2021","10","Agriculture and Food (01-03,10-11)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2021","2021","10","Agriculture and Food (01-03,10-11)","-","All Enterprises","Euro Million","3754"
"TSA11C03","Value of Imports","2021","2021","20","Chemicals and Pharmaceuticals (20-21)","05","Micro (0 to 9)","Euro Million","374"
"TSA11C03","Value of Imports","2021","2021","20","Chemicals and Pharmaceuticals (20-21)","01","Small (10 to 49)","Euro Million","472"
"TSA11C03","Value of Imports","2021","2021","20","Chemicals and Pharmaceuticals (20-21)","02","Medium (50 to 249)","Euro Million","955"
"TSA11C03","Value of Imports","2021","2021","20","Chemicals and Pharmaceuticals (20-21)","03","Large (250 or more)","Euro Million","15088"
"TSA11C03","Value of Imports","2021","2021","20","Chemicals and Pharmaceuticals (20-21)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2021","2021","20","Chemicals and Pharmaceuticals (20-21)","-","All Enterprises","Euro Million","16889"
"TSA11C03","Value of Imports","2021","2021","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","05","Micro (0 to 9)","Euro Million","2410"
"TSA11C03","Value of Imports","2021","2021","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","01","Small (10 to 49)","Euro Million","2200"
"TSA11C03","Value of Imports","2021","2021","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","02","Medium (50 to 249)","Euro Million","4407"
"TSA11C03","Value of Imports","2021","2021","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","03","Large (250 or more)","Euro Million","11358"
"TSA11C03","Value of Imports","2021","2021","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2021","2021","30","Other Manufacturing and Construction (05-09, 12-19, 22-43)","-","All Enterprises","Euro Million","20376"
"TSA11C03","Value of Imports","2021","2021","40","Wholesale and Retail (45-47)","05","Micro (0 to 9)","Euro Million","8993"
"TSA11C03","Value of Imports","2021","2021","40","Wholesale and Retail (45-47)","01","Small (10 to 49)","Euro Million","11360"
"TSA11C03","Value of Imports","2021","2021","40","Wholesale and Retail (45-47)","02","Medium (50 to 249)","Euro Million","8220"
"TSA11C03","Value of Imports","2021","2021","40","Wholesale and Retail (45-47)","03","Large (250 or more)","Euro Million","6726"
"TSA11C03","Value of Imports","2021","2021","40","Wholesale and Retail (45-47)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2021","2021","40","Wholesale and Retail (45-47)","-","All Enterprises","Euro Million","35299"
"TSA11C03","Value of Imports","2021","2021","50","Services/other (49-98)","05","Micro (0 to 9)","Euro Million","5003"
"TSA11C03","Value of Imports","2021","2021","50","Services/other (49-98)","01","Small (10 to 49)","Euro Million","3873"
"TSA11C03","Value of Imports","2021","2021","50","Services/other (49-98)","02","Medium (50 to 249)","Euro Million","8929"
"TSA11C03","Value of Imports","2021","2021","50","Services/other (49-98)","03","Large (250 or more)","Euro Million","3743"
"TSA11C03","Value of Imports","2021","2021","50","Services/other (49-98)","99","Unknown","Euro Million",""
"TSA11C03","Value of Imports","2021","2021","50","Services/other (49-98)","-","All Enterprises","Euro Million","21549"
